Read_Name,Read_Sequence,Sample_ID,Pool_ID,Site,City,Date,Mapping_Type,Non-Circulating_Best_Strain,Non-Circulating_Percent_Identity,Circulating_Best_Strain,Circulating_Percent_Identity,C/N_Ratio
SYN_472_6532_6681_304_-_14532_1_.__0468 ,,,,,,,both,HXB2,90.5511811,MK114636,100,1.104347826
SYN_227_5737_5886_394_+_13737_1_.__0226 ,,,,,,,both,NY5,73.46938776,OM203601,100,1.361111111
SYN_429_2291_2440_381_-_10291_1_.__0425 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_222_1338_1487_339_+_9338_1_._Vector_pLVX.TRE_0222 ,,,,,,,both,HXB2,100,PQ511571,95.33333333,0.953333333
SYN_63_5501_5650_436_-_13501_1_._0063 ,,,,,,,both,YU-2,93.33333333,MK114636,100,1.071428571
SYN_379_8599_8748_372_-_16599_1_.__0875 ,,,,,,,both,YU-2,94.66666667,ON816670,100,1.056338028
SYN_482_1682_1831_390_+_9682_1_._HXB2$Hum_0979 ,,,,,,,both,HXB2,100,MZ922531,98.66666667,0.986666667
SYN_187_6521_6670_309_+_14521_1_._HXB2$Huma_0186 ,,,,,,,both,HXB2,100,OM208257,92.66666667,0.926666667
SYN_259_6032_6181_381_-_14032_1_.__0757 ,,,,,,,both,NL4-3,47.22222222,OM203601,100,2.117647059
SYN_123_4127_4276_363_+_12127_1_.__0123 ,,,,,,,both,NL4-3,92.66666667,OM203601,100,1.079136691
SYN_292_5850_5999_282_-_13850_1_._HXB2$Huma_0789 ,,,,,,,both,HXB2,100,MT744335,98,0.98
SYN_287_7822_7971_392_+_15822_1_.__0785 ,,,,,,,both,Bru,91.33333333,OM203601,100,1.094890511
SYN_192_2500_2649_394_-_10500_1_.__0192 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_4_5494_5643_322_+_13494_1_._HXB2$Hu_0501 ,,,,,,,both,Bru,100,OQ092463,98.66666667,0.986666667
SYN_280_5881_6030_354_-_13881_1_.__0279 ,,,,,,,both,Bru,94,ON816670,99.33333333,1.056737589
SYN_314_5640_5789_374_-_13640_1_._HXB2$Huma_0312 ,,,,,,,both,HXB2,99.33333333,MH897920,96,0.966442953
SYN_273_5418_5567_410_+_13418_1_.__0272 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_466_1757_1906_393_+_9757_1_._Vector_pLVX.TRE3_0965 ,,,,,,,both,HXB2,99.33333333,MG171202,96.66666667,0.973154362
SYN_459_1450_1599_351_-_9450_1_._Vector_pLVX.TRE_0958 ,,,,,,,both,Bru,100,PQ511571,99.33333333,0.993333333
SYN_358_3067_3216_287_-_11067_1_.__0355 ,,,,,,,both,YU-2,94,MK114636,100,1.063829787
SYN_196_5251_5400_384_+_13251_1_._Vector_pLVX.TRE3_0197 ,,,,,,,both,HXB2,98.66666667,OQ948538,96,0.972972973
SYN_355_2332_2481_351_+_10332_1_._HXB2$Huma_0852 ,,,,,,,both,Bru,100,OR496826,99.33333333,0.993333333
SYN_117_1640_1789_304_-_9640_1_._0613 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_66_8766_8915_360_+_16766_1_._0564 ,,,,,,,both,NY5,91.94630872,OM203601,99.33333333,1.080340633
SYN_445_4503_4652_375_-_12503_1_.__0441 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_112_7863_8012_427_+_15863_1_.__0112 ,,,,,,,both,Bru,69.84126984,ON816670,100,1.431818182
SYN_19_6201_6350_351_-_14201_1_._0517 ,,,,,,,both,NY5,92.66666667,OM203601,100,1.079136691
SYN_237_1016_1165_334_+_9016_1_._0733 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_377_2447_2596_362_-_10447_1_.__0374 ,,,,,,,both,Bru,92.66666667,MK114636,99.33333333,1.071942446
SYN_229_8569_8718_387_+_16569_1_.__0228 ,,,,,,,both,NL4-3,97.31543624,OM203601,100,1.027586207
SYN_401_5629_5778_392_-_13629_1_.__0397 ,,,,,,,both,YU-2,90,MK114636,100,1.111111111
SYN_304_6504_6653_370_+_14504_1_._HXB2$Huma_0302 ,,,,,,,both,HXB2,99.33333333,OR496826,94,0.946308725
SYN_0_942_1091_377_-_8942_0496 ,,,,,,,both,HXB2,96,ON816670,100,1.041666667
SYN_449_1334_1483_351_+_9334_1_._0445 ,,,,,,,both,Bru,92.66666667,MK114636,100,1.079136691
SYN_158_5067_5216_349_+_13067_1_.__0654 ,,,,,,,both,Bru,97.14285714,ON816670,100,1.029411765
SYN_72_8845_8994_335_-_16845_1_._HXB2$Hum_0569 ,,,,,,,both,HXB2,100,MH897920,96.66666667,0.966666667
SYN_204_8547_8696_393_+_16547_1_.__0204 ,,,,,,,both,NL4-3,95.33333333,ON816670,100,1.048951049
SYN_83_5531_5680_416_+_13531_1_._0579 ,,,,,,,both,YU-2,87.35632184,MK114636,99.33333333,1.137105263
SYN_406_5251_5400_346_+_13251_1_._HXB2$Huma_0403 ,,,,,,,both,Bru,100,OQ092463,98.66666667,0.986666667
SYN_469_6729_6878_286_+_14729_1_.__0965 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_102_1535_1684_412_-_9535_1_._0600 ,,,,,,,both,Bru,90.66666667,OM203601,100,1.102941176
SYN_43_5626_5775_360_+_13626_1_._0043 ,,,,,,,both,Bru,75.33333333,OM203601,100,1.327433628
SYN_286_5989_6138_385_-_13989_1_.__0284 ,,,,,,,both,NY5,96,OM203601,100,1.041666667
SYN_492_3428_3577_352_+_11428_1_.__0988 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_239_4485_4634_417_-_12485_1_._HXB2$Huma_0238 ,,,,,,,both,Bru,100,KX505396,98.66666667,0.986666667
SYN_346_4193_4342_322_-_12193_1_.__0842 ,,,,,,,both,Bru,98.66666667,ON816258,100,1.013513514
SYN_11_6601_6750_384_-_14601_1_._HXB2$Hum_0508 ,,,,,,,both,HXB2,100,OR496826,86.39455782,0.863945578
SYN_72_2750_2899_335_-_10750_1_._0568 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_110_3066_3215_350_+_11066_1_.__0109 ,,,,,,,both,YU-2,100,MK114636,100,1
SYN_182_5172_5321_399_-_13172_1_._HXB2$Huma_0181 ,,,,,,,both,Bru,100,MW753604,100,1
SYN_46_9123_9272_324_+_17123_1_._HXB2$Hum_0543 ,,,,,,,both,HXB2,100,OQ092463,96,0.96
SYN_496_3949_4098_349_-_11949_1_._HXB2$Huma_0993 ,,,,,,,both,HXB2,100,KX505739,97.33333333,0.973333333
SYN_365_6930_7079_374_+_14930_1_.__0861 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_449_7294_7443_351_-_15294_1_.__0945 ,,,,,,,both,Bru,90,ON816670,100,1.111111111
SYN_21_2306_2455_347_-_10306_1_._0022 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_228_877_1026_296_-_8877_1_._HXB2$H_0227 ,,,,,,,both,HXB2,100,KU678025,98,0.98
SYN_468_481_630_393_-_8481_1_._Vector_pLVX.T_0967 ,,,,,,,both,Bru,100,OQ092467,100,1
SYN_298_3014_3163_402_+_11014_1_.__0794 ,,,,,,,both,NL4-3,92,MK114636,99.33333333,1.079710145
SYN_207_8988_9137_426_-_16988_1_._HXB2$Huma_0704 ,,,,,,,both,HXB2,100,MK115343,96.66666667,0.966666667
SYN_496_1893_2042_349_-_9893_1_._0994 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_437_8206_8355_439_+_16206_1_.__0935 ,,,,,,,both,Bru,86.39455782,OM203601,99.33333333,1.14976378
SYN_14_3638_3787_410_-_11638_1_._HXB2$Hum_0015 ,,,,,,,both,Bru,100,OR736930,98.66666667,0.986666667
SYN_382_552_701_407_-_8552_1_0380 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_486_6531_6680_379_-_14531_1_.__0982 ,,,,,,,both,Bru,89.47368421,MK114636,100,1.117647059
SYN_20_1194_1343_360_-_9194_1_0518 ,,,,,,,both,YU-2,83.33333333,OM203601,100,1.2
SYN_288_803_952_334_-_8803_1_0286 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_396_8770_8919_432_-_16770_1_.__0394 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_367_6687_6836_328_-_14687_1_.__0865 ,,,,,,,both,Bru,82.66666667,OM203601,100,1.209677419
SYN_220_7419_7568_408_-_15419_1_.__0718 ,,,,,,,both,NL4-3,92,OM203601,100,1.086956522
SYN_325_5750_5899_359_+_13750_1_.__0821 ,,,,,,,both,Bru,94,ON816670,100,1.063829787
SYN_43_600_749_360_+_8600_1_._HXB2$_0043 ,,,,,,,both,Bru,100,MT744335,98.66666667,0.986666667
SYN_369_9327_9476_367_+_17327_1_._HXB2$Huma_0366 ,,,,,,,both,HXB2,100,OQ092466,99.33333333,0.993333333
SYN_368_3303_3452_395_+_11303_1_.__0366 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_263_7526_7675_332_+_15526_1_.__0759 ,,,,,,,both,Bru,89.33333333,MK114636,100,1.119402985
SYN_319_144_293_401_+_8144_1_._Vector_pLVX.T_0318 ,,,,,,,both,HXB2,100,MT744335,99.33333333,0.993333333
SYN_131_46_195_333_+_8046_1_._HXB2$H_0628 ,,,,,,,both,HXB2,100,MZ922538,94.66666667,0.946666667
SYN_441_7250_7399_395_-_15250_1_.__0439 ,,,,,,,both,YU-2,95.33333333,OM203601,99.33333333,1.041958042
SYN_264_4469_4618_412_-_12469_1_.__0760 ,,,,,,,both,HXB2,96.66666667,ON816670,100,1.034482759
SYN_372_711_860_370_-_8711_1_._Vector_pLVX.T_0871 ,,,,,,,both,HXB2,98.64864865,OQ092466,95.94594595,0.97260274
SYN_187_6521_6670_309_+_14521_1_._HXB2$Huma_0684 ,,,,,,,both,HXB2,100,OR496826,91.15646259,0.911564626
SYN_286_7209_7358_385_-_15209_1_._HXB2$Huma_0284 ,,,,,,,both,HXB2,100,MZ662740,95.33333333,0.953333333
SYN_239_8660_8809_417_+_16660_1_.__0735 ,,,,,,,both,HXB2,94.66666667,ON816670,100,1.056338028
SYN_391_4418_4567_384_-_12418_1_._HXB2$Huma_0388 ,,,,,,,both,Bru,100,MZ922517,98.66666667,0.986666667
SYN_392_6330_6479_320_+_14330_1_._HXB2$Huma_0889 ,,,,,,,both,Bru,100,KX505396,98.66666667,0.986666667
SYN_252_715_864_396_+_8715_1_._HXB2$Hu_0250 ,,,,,,,both,Bru,100,OM205931,97.33333333,0.973333333
SYN_92_6944_7093_405_-_14944_1_._0092 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_67_1600_1749_425_-_9600_1__0565 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_387_5581_5730_427_+_13581_1_._HXB2$Huma_0884 ,,,,,,,both,Bru,100,MT745568,98,0.98
SYN_321_7050_7199_412_-_15050_1_._HXB2$Huma_0818 ,,,,,,,both,HXB2,100,OM204917,84.02777778,0.840277778
SYN_232_2374_2523_387_-_10374_1_.__0728 ,,,,,,,both,YU-2,95.33333333,ON816670,100,1.048951049
SYN_215_8554_8703_381_+_16554_1_._HXB2$Huma_0712 ,,,,,,,both,Bru,100,OQ751393,98.66666667,0.986666667
SYN_119_8371_8520_397_-_16371_1_._HXB2$Huma_0616 ,,,,,,,both,HXB2,100,MK115482,94.66666667,0.946666667
SYN_233_701_850_351_+_8701_1__0231 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_41_8129_8278_415_+_16129_1_._0537 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_234_6187_6336_435_-_14187_1_.__0732 ,,,,,,,both,NY5,93.33333333,OM203601,100,1.071428571
SYN_118_1962_2111_400_-_9962_1_._HXB2$Hum_0117 ,,,,,,,both,HXB2,100,MZ922517,98,0.98
SYN_52_329_478_415_+_8329__0550 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_299_3921_4070_408_-_11921_1_.__0297 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_53_4944_5093_382_-_12944_1_._0549 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_68_2940_3089_439_-_10940_1_._0564 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_466_3445_3594_393_+_11445_1_.__0464 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_309_2605_2754_315_+_10605_1_.__0805 ,,,,,,,both,YU-2,96,ON816670,100,1.041666667
SYN_437_3141_3290_439_+_11141_1_.__0933 ,,,,,,,both,NL4-3,100,MK114636,100,1
SYN_218_556_705_313_+_8556_1_0714 ,,,,,,,both,NL4-3,95.33333333,MK114636,100,1.048951049
SYN_157_2257_2406_407_+_10257_1_.__0156 ,,,,,,,both,YU-2,97.33333333,OM203601,100,1.02739726
SYN_227_559_708_394_+_8559_1_._Vector_pLVX.T_0726 ,,,,,,,both,Bru,100,MK383431,98.66666667,0.986666667
SYN_422_4853_5002_410_+_12853_1_.__0418 ,,,,,,,both,YU-2,86,MK114636,100,1.162790698
SYN_377_5187_5336_362_-_13187_1_.__0875 ,,,,,,,both,HXB2,94,OM203601,100,1.063829787
SYN_455_8220_8369_332_-_16220_1_.__0951 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_338_2268_2417_417_+_10268_1_.__0335 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_334_5774_5923_306_+_13774_1_.__0830 ,,,,,,,both,Bru,93.33333333,MK114636,99.33333333,1.064285714
SYN_447_3146_3295_388_-_11146_1_.__0943 ,,,,,,,both,YU-2,93.33333333,ON816670,100,1.071428571
SYN_53_7643_7792_382_-_15643_1_._HXB2$Hum_0053 ,,,,,,,both,HXB2,100,OR496826,92,0.92
SYN_470_759_908_387_-_8759_1_0966 ,,,,,,,both,YU-2,98.66666667,ON816670,100,1.013513514
SYN_495_1841_1990_375_+_9841_1_._Vector_pLVX.TRE3_0994 ,,,,,,,both,Bru,100,MK115482,96.66666667,0.966666667
SYN_431_8365_8514_338_+_16365_1_.__0427 ,,,,,,,both,YU-2,91.33333333,ON816670,100,1.094890511
SYN_443_7721_7870_307_+_15721_1_.__0939 ,,,,,,,both,Bru,87.33333333,MK114636,100,1.145038168
SYN_162_7172_7321_392_-_15172_1_._HXB2$Huma_0659 ,,,,,,,both,HXB2,100,OR736930,87.33333333,0.873333333
SYN_482_6341_6490_390_-_14341_1_.__0478 ,,,,,,,both,YU-2,81.48148148,ON816670,100,1.227272727
SYN_178_8807_8956_345_-_16807_1_._HXB2$Huma_0177 ,,,,,,,both,Bru,100,OR496826,96.66666667,0.966666667
SYN_95_556_705_408_-_8556_1_._HXB2$_0095 ,,,,,,,both,HXB2,100,KX505739,97.33333333,0.973333333
SYN_257_3596_3745_408_+_11596_1_._HXB2$Huma_0754 ,,,,,,,both,HXB2,99.33333333,MW262776,98,0.986577181
SYN_379_6814_6963_372_+_14814_1_._HXB2$Huma_0876 ,,,,,,,both,Bru,100,OM207542,98.66666667,0.986666667
SYN_214_667_816_353_-_8667_1_._HXB2$H_0711 ,,,,,,,both,HXB2,100,MK499378,100,1
SYN_12_6234_6383_310_+_14234_1_._0508 ,,,,,,,both,HXB2,94,MK114636,100,1.063829787
SYN_406_5251_5400_346_+_13251_1_._HXB2$Huma_0903 ,,,,,,,both,HXB2,100,KU678125,97.33333333,0.973333333
SYN_346_2002_2151_322_-_10002_1_._HXB2$Hum_0343 ,,,,,,,both,HXB2,100,ON816965,96,0.96
SYN_93_6405_6554_448_+_14405_1_._0589 ,,,,,,,both,HXB2,92,MK114636,100,1.086956522
SYN_427_4362_4511_365_+_12362_1_.__0925 ,,,,,,,both,NL4-3,92,OM203601,100,1.086956522
SYN_272_752_901_379_+_8752_1__0270 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_312_7429_7578_370_+_15429_1_.__0310 ,,,,,,,both,NY5,93.33333333,MK114636,100,1.071428571
SYN_84_886_1035_397_+_8886_1__0084 ,,,,,,,both,NY5,97.2972973,ON816670,100,1.027777778
SYN_31_1522_1671_425_-_9522_1__0031 ,,,,,,,both,YU-2,89.11564626,MK114636,99.33333333,1.114656489
SYN_136_8744_8893_430_-_16744_1_.__0632 ,,,,,,,both,YU-2,94.63087248,ON816670,100,1.056737589
SYN_199_198_347_395_+_8198_1_._HXB2$H_0696 ,,,,,,,both,HXB2,100,OQ948538,93.33333333,0.933333333
SYN_209_8552_8701_351_-_16552_1_.__0208 ,,,,,,,both,NL4-3,92.66666667,OM203601,100,1.079136691
SYN_304_5310_5459_370_-_13310_1_._Vector_pLVX.TRE3_0803 ,,,,,,,both,Bru,99.33333333,OQ092463,96.66666667,0.973154362
SYN_305_3305_3454_365_+_11305_1_.__0303 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_223_3051_3200_384_+_11051_1_.__0721 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_99_4420_4569_387_+_12420_1_._HXB2$Hum_0596 ,,,,,,,both,HXB2,100,MZ662564,98.66666667,0.986666667
SYN_182_5172_5321_399_-_13172_1_._HXB2$Huma_0679 ,,,,,,,both,HXB2,100,MZ662667,98,0.98
SYN_454_8315_8464_370_-_16315_1_._HXB2$Huma_0451 ,,,,,,,both,HXB2,100,ON816029,94,0.94
SYN_172_6597_6746_392_+_14597_1_.__0668 ,,,,,,,both,Bru,89.85507246,ON816670,98.66666667,1.098064516
SYN_213_1712_1861_386_-_9712_1_._0711 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_57_5658_5807_365_-_13658_1_._0553 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_327_1845_1994_347_+_9845_1_._Vector_pLVX.TRE3_0826 ,,,,,,,both,Bru,100,MK115138,95.33333333,0.953333333
SYN_415_4432_4581_371_-_12432_1_.__0411 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_226_6771_6920_372_+_14771_1_._HXB2$Huma_0723 ,,,,,,,both,HXB2,100,KX505419,94.66666667,0.946666667
SYN_57_5658_5807_365_-_13658_1_._0057 ,,,,,,,both,YU-2,94.73684211,ON816670,100,1.055555556
SYN_291_7562_7711_343_+_15562_1_.__0289 ,,,,,,,both,NY5,89.33333333,OM203601,100,1.119402985
SYN_325_5750_5899_359_+_13750_1_.__0323 ,,,,,,,both,YU-2,74.26470588,ON816670,100,1.346534653
SYN_183_2423_2572_384_-_10423_1_.__0679 ,,,,,,,both,NL4-3,96,ON816670,100,1.041666667
SYN_296_327_476_310_+_8327_1_0294 ,,,,,,,both,Bru,87.94326241,MK114636,100,1.137096774
SYN_250_8678_8827_430_-_16678_1_.__0249 ,,,,,,,both,NL4-3,94.66666667,OM203601,100,1.056338028
SYN_272_752_901_379_+_8752_1__0768 ,,,,,,,both,NL4-3,98,MK114636,99.33333333,1.013605442
SYN_484_4586_4735_370_-_12586_1_._HXB2$Huma_0481 ,,,,,,,both,Bru,100,OM205158,100,1
SYN_300_5842_5991_379_+_13842_1_.__0298 ,,,,,,,both,YU-2,60,MK114636,100,1.666666667
SYN_125_8343_8492_379_-_16343_1_.__0623 ,,,,,,,both,NL4-3,92,OM203601,100,1.086956522
SYN_152_3778_3927_353_+_11778_1_.__0151 ,,,,,,,both,HXB2,97.33333333,OM203601,100,1.02739726
SYN_86_4968_5117_358_+_12968_1_._0582 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_322_6942_7091_336_-_14942_1_.__0820 ,,,,,,,both,YU-2,97.33333333,OM203601,100,1.02739726
SYN_473_8416_8565_332_+_16416_1_.__0471 ,,,,,,,both,YU-2,82.66666667,OM203601,99.33333333,1.201612903
SYN_194_4391_4540_348_+_12391_1_.__0690 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_464_7399_7548_391_-_15399_1_._HXB2$Huma_0961 ,,,,,,,both,HXB2,100,OR737141,89.33333333,0.893333333
SYN_234_7682_7831_435_+_15682_1_._HXB2$Huma_0731 ,,,,,,,both,HXB2,100,KX505739,98.66666667,0.986666667
SYN_455_8808_8957_332_-_16808_1_.__0451 ,,,,,,,both,YU-2,93.33333333,ON816670,100,1.071428571
SYN_385_5194_5343_317_-_13194_1_._HXB2$Huma_0382 ,,,,,,,both,Bru,100,MH897920,97.33333333,0.973333333
SYN_283_8486_8635_366_+_16486_1_._HXB2$Huma_0281 ,,,,,,,both,HXB2,100,OR496826,94,0.94
SYN_64_7567_7716_422_+_15567_1_._0560 ,,,,,,,both,Bru,93.33333333,ON816670,100,1.071428571
SYN_308_6319_6468_386_+_14319_1_.__0306 ,,,,,,,both,NY5,86,OM203601,100,1.162790698
SYN_468_4811_4960_393_-_12811_1_.__0964 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_317_7461_7610_362_+_15461_1_._HXB2$Huma_0814 ,,,,,,,both,HXB2,100,OR496826,95.33333333,0.953333333
SYN_48_6162_6311_397_-_14162_1_._0048 ,,,,,,,circulating_only,,,OM203601,100,#DIV/0!
SYN_487_956_1105_332_-_8956_1_0483 ,,,,,,,both,NL4-3,98.66666667,MK114636,100,1.013513514
SYN_159_5058_5207_361_-_13058_1_.__0657 ,,,,,,,both,YU-2,91.33333333,OM203601,100,1.094890511
SYN_74_943_1092_358_+_8943_1__0570 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_7_1609_1758_442_-_9609_1_0008 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_344_6170_6319_291_+_14170_1_.__0840 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_70_3874_4023_419_-_11874_1_._0070 ,,,,,,,both,NL4-3,94.66666667,MK114636,100,1.056338028
SYN_211_5086_5235_397_+_13086_1_.__0707 ,,,,,,,both,YU-2,85.33333333,MK114636,100,1.171875
SYN_174_1418_1567_362_-_9418_1_._HXB2$Hum_0671 ,,,,,,,both,Bru,100,MT744335,100,1
SYN_446_8235_8384_448_-_16235_1_.__0942 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_460_8628_8777_421_+_16628_1_.__0456 ,,,,,,,both,NY5,87.91946309,MK114636,100,1.13740458
SYN_376_7934_8083_378_-_15934_1_.__0872 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_80_4378_4527_368_-_12378_1_._0080 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_94_3858_4007_368_-_11858_1_._0094 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_394_9391_9540_433_+_17391_1_._HXB2$Huma_0391 ,,,,,,,both,Bru,100,KY658693,100,1
SYN_253_7454_7603_408_+_15454_1_.__0749 ,,,,,,,both,NY5,89.33333333,MK114636,100,1.119402985
SYN_277_7791_7940_448_+_15791_1_.__0775 ,,,,,,,both,NY5,90.66666667,OM203601,100,1.102941176
SYN_54_4086_4235_358_+_12086_1_._0054 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_219_5734_5883_423_-_13734_1_.__0217 ,,,,,,,both,YU-2,90,MK114636,100,1.111111111
SYN_198_1821_1970_401_+_9821_1_._Vector_pLVX.TRE3_0199 ,,,,,,,both,NL4-3,79.33333333,MW754142,79.33333333,1
SYN_498_2546_2695_391_-_10546_1_.__0496 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_246_5149_5298_323_-_13149_1_._HXB2$Huma_0245 ,,,,,,,both,Bru,100,KX505396,100,1
SYN_445_5074_5223_375_-_13074_1_.__0441 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_470_2159_2308_387_-_10159_1_._0966 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_461_4972_5121_352_+_12972_1_.__0957 ,,,,,,,both,Bru,96.15384615,ON816670,100,1.04
SYN_79_7602_7751_411_-_15602_1_._0575 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_321_7050_7199_412_-_15050_1_._HXB2$Huma_0319 ,,,,,,,both,HXB2,100,PQ511571,95.33333333,0.953333333
SYN_468_481_630_393_-_8481_1_._Vector_pLVX.T_0467 ,,,,,,,both,HXB2,99.33333333,OM206160,96,0.966442953
SYN_4_3798_3947_322_-_11798_1__0500 ,,,,,,,both,YU-2,94,MK114636,100,1.063829787
SYN_285_2153_2302_371_+_10153_1_.__0283 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_135_4977_5126_324_+_12977_1_.__0633 ,,,,,,,both,YU-2,94,OM203601,100,1.063829787
SYN_324_260_409_350_+_8260_1_._Vector_pLVX.T_0323 ,,,,,,,both,HXB2,100,OQ092466,99.33333333,0.993333333
SYN_445_5761_5910_375_-_13761_1_._Vector_pLVX.TRE3_0444 ,,,,,,,both,HXB2,99.33333333,OM206160,96.66666667,0.973154362
SYN_327_7579_7728_347_-_15579_1_._HXB2$Huma_0325 ,,,,,,,both,HXB2,100,OR737141,88,0.88
SYN_49_5469_5618_406_-_13469_1_._Vector_pLVX.TRE_0050 ,,,,,,,both,Bru,98.66666667,OM205931,96,0.972972973
SYN_90_287_436_388_+_8287__0090 ,,,,,,,both,NL4-3,98,ON816670,100,1.020408163
SYN_113_3934_4083_403_-_11934_1_.__0609 ,,,,,,,both,HXB2,94.69026549,MK114636,100,1.056074766
SYN_300_2042_2191_379_-_10042_1_._HXB2$Hum_0797 ,,,,,,,both,HXB2,100,OR496826,98,0.98
SYN_367_2091_2240_328_-_10091_1_._0863 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_58_5023_5172_377_-_13023_1_._0058 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_205_6844_6993_347_+_14844_1_._HXB2$Huma_0702 ,,,,,,,both,Bru,100,OM207345,98,0.98
SYN_358_5538_5687_287_-_13538_1_._HXB2$Huma_0855 ,,,,,,,both,Bru,100,MT745568,97.33333333,0.973333333
SYN_52_5859_6008_415_-_13859_1_._Vector_pLVX.TRE_0551 ,,,,,,,both,HXB2,-335.7142857,MW309891,-335.7142857,1
SYN_267_6851_7000_356_-_14851_1_.__0265 ,,,,,,,both,NY5,86.66666667,MK114636,100,1.153846154
SYN_262_7790_7939_331_+_15790_1_._HXB2$Huma_0759 ,,,,,,,both,HXB2,99.33333333,MW753667,98,0.986577181
SYN_70_1024_1173_419_-_9024_1_._Vector_pLVX._0569 ,,,,,,,both,Bru,83.33333333,MZ922538,84.56375839,1.014765101
SYN_102_1535_1684_412_-_9535_1_._0102 ,,,,,,,both,Bru,94,OM203601,100,1.063829787
SYN_436_4593_4742_406_+_12593_1_._HXB2$Huma_0433 ,,,,,,,both,HXB2,100,MW753604,99.33333333,0.993333333
SYN_165_2456_2605_393_-_10456_1_.__0164 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_308_3156_3305_386_-_11156_1_.__0307 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_260_6805_6954_292_-_14805_1_.__0756 ,,,,,,,both,Bru,89.33333333,MK114636,100,1.119402985
SYN_437_1744_1893_439_-_9744_1_._Vector_pLVX.TRE_0436 ,,,,,,,both,Bru,100,PQ511571,99.33333333,0.993333333
SYN_122_2829_2978_385_-_10829_1_.__0618 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_469_6729_6878_286_+_14729_1_.__0465 ,,,,,,,both,Bru,88.66666667,MK114636,100,1.127819549
SYN_185_8724_8873_377_+_16724_1_.__0681 ,,,,,,,both,NY5,85.33333333,MK114636,100,1.171875
